dealid,Actuals,Weight,Leads UW,dealvalue,Stage,Region,industry,billingtype,solcategory,projectType,businessimpact
2908,3500,1.0,3500,94500.0,0,7,18,0,0,4,0
3059,25696,1.0,25696,607360.0,0,7,21,0,0,4,2
4552,0,0.9,1490,25300.0,2,5,14,0,0,0,0
3467,0,0.1,3333,40000.0,7,4,19,0,0,3,2
3382,4351,1.0,4091,49638.0,0,6,11,2,2,4,0
3381,15590,1.0,14995,177869.0,0,6,11,2,2,4,0
3380,5438,1.0,5114,62047.0,0,6,11,2,2,4,0
3379,15840,1.0,14895,180720.0,0,6,11,2,2,4,0
3378,11392,1.0,13466,163391.0,0,6,11,2,2,4,0
3377,40738,1.0,41400,99360.0,0,6,18,0,0,3,0
3322,49800,1.0,53120,132800.0,0,5,18,0,0,4,0
3301,3750,1.0,3125,25000.0,0,5,18,0,2,0,0
3054,11250,0.9,62500,645000.0,1,7,18,0,0,4,0
3295,20616,0.0,0,687200.0,0,5,1,0,0,4,0
3211,28750,1.0,33661,65000.0,0,0,1,0,0,3,2
3208,38150,1.0,43600,109000.0,0,6,4,0,0,4,0
3170,16632,1.0,16632,378756.0,0,6,11,2,2,0,2
3161,0,0.1,60000,140000.0,8,0,11,0,0,4,0
3160,54000,0.7,17857,99250.0,2,6,15,0,0,0,2
3130,0,0.3,5343,140000.0,4,7,21,2,0,3,0
3125,0,1.0,5000,110000.0,0,7,11,0,0,4,0
3123,1120,1.0,944,11200.0,0,3,1,2,1,1,0
3121,0,1.0,25227,46666.67,0,3,14,0,0,3,0
3081,1990,1.0,2211,39800.0,0,3,1,0,2,4,2
3267,0,0.1,50000,500000.0,7,5,1,0,0,4,0
3877,7168,1.0,7168,96000.0,0,7,16,0,2,4,0
3479,79240,1.0,79000,495250.0,0,6,22,2,0,1,0
3884,124375,1.0,124375,995000.0,0,2,17,0,2,4,2
4420,3360,1.0,5280,75000.0,0,7,16,0,2,4,0
4419,18500,1.0,18500,178000.0,0,6,16,2,2,0,0
4401,0,0.9,3033,48000.0,2,5,18,0,0,0,0
4399,2834,1.0,3667,44000.0,0,3,17,2,2,4,0
4381,120200,0.8,138169,428800.0,2,5,20,2,2,4,0
4371,0,0.3,65421,278750.0,4,6,9,0,0,3,0
4370,0,0.1,20013,122080.0,7,7,20,2,0,1,2
4366,14700,1.0,3920,58800.0,0,6,4,0,0,4,0
4364,28800,1.0,8308,144000.0,0,6,15,2,0,4,2
4354,25000,1.0,27500,50000.0,0,1,11,0,0,3,0
4341,59562,1.0,59562,119124.0,0,6,22,0,0,3,0
4336,0,0.3,66079,500000.0,4,6,11,0,3,4,2
4334,2000,1.0,2000,25000.0,0,3,17,0,2,3,0
4333,0,0.3,20515,300000.0,4,7,20,2,0,3,2
4332,0,0.3,34000,65000.0,4,7,16,0,0,3,2
4324,53125,1.0,53125,425000.0,0,2,17,0,2,4,0
4319,6698,1.0,7047,85500.0,0,3,19,2,3,3,0
4317,47750,1.0,47750,393000.0,0,6,1,0,0,4,2
4306,23232,0.0,0,23232.0,0,6,11,0,2,1,0
4304,9460,1.0,11000,44000.0,0,2,9,0,2,4,0
4300,14080,0.9,14080,224400.0,1,6,17,2,2,1,2
4422,0,0.85,10849,25600.0,1,6,12,0,3,4,2
4424,41000,1.0,42500,50000.0,0,2,11,0,2,3,0
4427,43320,1.0,43320,68400.0,0,6,4,0,2,4,0
4432,35744,1.0,35744,178720.0,0,6,4,0,2,3,0
3882,16666,1.0,16666,200000.0,0,6,17,0,2,1,0
4548,75000,1.0,50000,503968.0,0,6,11,2,2,4,0
4542,83942,1.0,80000,287800.0,0,5,20,2,0,3,2
4541,0,0.9,14143,49500.0,1,7,22,0,0,3,0
4535,0,0.5,12115,93000.0,1,5,18,0,2,4,2
4532,1939,1.0,2252,26300.0,0,3,19,2,3,3,0
4515,0,0.3,31090,65000.0,4,4,19,0,0,3,2
4509,0,0.1,313,10000.0,7,7,20,0,0,3,2
4505,0,0.3,313,10000.0,4,6,9,0,0,3,2
4502,0,0.25,16327,50000.0,7,6,9,0,0,3,0
4299,7000,1.0,7000,21000.0,0,6,4,0,3,0,0
4501,64416,1.0,64416,133000.0,0,6,11,2,2,1,2
4482,0,0.2,225358,1646093.0,5,7,12,2,0,4,2
4468,21783,1.0,47813,131000.0,0,6,11,2,2,3,0
4463,16104,1.0,23232,185000.0,0,6,11,2,2,0,2
4461,0,0.1,17857,16000.0,7,6,11,0,2,4,0
4449,42160,1.0,46500,124000.0,0,6,19,0,2,3,0
4447,7833,0.9,46041,141000.0,1,6,20,0,0,4,0
4446,0,0.9,7031,672600.0,5,6,19,0,0,4,1
4443,0,0.9,18494,107800.0,1,6,21,2,2,0,0
4438,9912,0.0,0,147600.0,0,6,4,2,2,3,0
4433,44200,1.0,44200,397800.0,0,2,17,0,3,1,0
4497,10000,1.0,10000,30000.0,0,6,4,0,0,0,0
4295,80769,1.0,84615,1106000.0,0,1,11,2,2,1,0
4428,0,0.25,25234,44160.0,4,6,4,0,2,4,0
4284,0,0.9,8642,322000.0,1,5,7,0,0,3,2
4111,0,0.1,18750,100000.0,7,3,15,0,2,3,0
4105,14167,1.0,14167,170000.0,0,6,11,0,2,0,2
4098,2500,1.0,2000,5000.0,0,3,14,0,0,4,0
4096,76118,1.0,97543,338300.0,0,5,18,0,2,4,0
4089,0,0.1,21111,40000.0,7,7,15,2,0,3,1
4076,73312,1.0,71160,402800.0,0,6,19,2,2,4,0
4069,21080,1.0,31000,124000.0,0,6,19,0,2,3,2
4058,0,0.3,13333,70000.0,1,5,16,0,0,3,0
4053,3000,1.0,1071,13000.0,0,5,4,2,0,0,2
4031,47718,1.0,89370,714960.0,0,6,11,2,2,0,0
4112,58820,1.0,60550,173000.0,0,5,5,0,2,4,0
4002,35043,1.0,35043,124000.0,0,6,10,0,2,3,0
3995,0,0.9,8000,8000.0,1,7,11,0,0,3,0
3983,7425,1.0,7500,45000.0,0,6,14,0,0,1,0
3976,15182,1.0,67310,676310.0,0,6,11,2,2,4,2
3973,63461,1.0,75000,200000.0,0,6,20,0,0,3,0
3936,22960,0.9,23901,49280.0,11,7,20,2,2,1,0
3928,56000,1.0,65000,205000.0,0,5,11,0,0,4,0
3925,7360,1.0,31280,800840.0,0,7,16,2,2,4,0
3915,0,1.0,3895,51200.0,0,7,20,0,0,3,2
4289,0,0.3,30280,38200.0,4,5,11,0,0,3,0
3895,44500,1.0,25000,55000.0,0,2,15,0,3,4,0
4001,211680,0.9,99000,300600.0,1,6,20,2,0,4,0
4115,8146,1.0,8146,86480.0,0,7,21,0,0,4,0
4033,122250,1.0,122250,1385500.0,0,6,18,0,0,4,0
4214,0,1.0,6000,15000.0,1,6,19,0,0,3,2
4276,0,0.75,16071,105000.0,1,2,11,0,0,3,2
4120,99444,1.0,99444,895000.0,0,2,17,0,2,4,0
4272,2187,1.0,2187,35500.0,0,2,17,0,2,0,0
4261,13750,0.0,0,110000.0,0,6,19,0,2,4,2
4244,23360,1.0,38000,307200.0,0,6,22,2,2,1,0
4234,0,1.0,21633,64900.0,0,5,11,0,0,4,0
4229,0,0.9,33760,315000.0,1,1,5,0,2,4,0
4221,0,0.1,11940,40000.0,7,6,11,2,0,3,0
4212,38874,0.9,75000,525000.0,1,5,11,2,2,4,2
4206,16368,1.0,34848,213840.0,0,6,11,2,3,4,2
4202,24000,1.0,42750,90000.0,0,6,9,0,2,4,0
4204,0,0.9,1786,50000.0,1,6,17,0,0,3,2
4193,0,0.9,25143,55000.0,1,6,15,0,0,3,0
4183,0,0.9,10000,10000.0,1,3,11,0,2,3,0
4178,12000,1.0,5455,20000.0,0,5,19,0,2,3,0
4175,87648,1.0,118280,942248.0,0,7,21,0,0,4,2
4170,30000,1.0,42581,115000.0,0,1,9,0,0,3,2
4165,55512,1.0,32016,1000000.0,0,7,16,2,0,1,0
4150,0,0.1,37500,150000.0,8,6,15,0,0,3,1
4143,42140,1.0,21070,84280.0,0,6,11,2,0,4,0
4131,30579,1.0,32343,58805.0,0,7,12,0,0,3,0
4121,0,0.9,31282,65000.0,5,2,17,0,2,4,0
4278,4392,1.0,14256,57024.0,0,7,6,2,2,4,1
4950,0,0.9,9905,80000.0,1,6,11,0,2,0,0
4937,137767,1.0,136581,1148060.0,0,5,9,0,2,4,0
4948,25600,0.9,12800,44800.0,11,3,1,2,0,4,0
4947,0,0.3,55000,275000.0,4,4,11,0,0,3,0
4955,84842,1.0,106842,332400.0,0,6,4,0,0,4,0
5058,28333,1.0,28333,50000.0,0,6,14,0,2,3,0
4927,0,0.5,9750,66300.0,7,6,14,0,0,3,0
4956,10000,0.9,10000,10000.0,11,5,14,0,2,3,0
4910,49000,1.0,49677,70000.0,0,6,20,0,3,4,0
4908,8561,1.0,8561,28536.0,0,5,20,0,2,4,0
4936,25500,1.0,25500,204000.0,0,6,9,0,0,4,0
4958,0,0.9,32500,35000.0,1,5,14,0,0,3,0
5051,1318,1.0,41667,250000.0,0,2,13,2,3,1,1
4968,45864,1.0,48048,152880.0,0,6,4,0,0,3,2
4980,400,1.0,400,2800.0,0,5,18,0,0,4,0
4981,0,0.4,32043,237120.0,1,5,20,0,2,4,0
4997,0,0.3,6274,8500.0,4,3,1,0,0,3,2
5005,0,0.9,3571,5000.0,1,7,16,0,3,3,0
5011,0,0.5,22286,304800.0,1,5,20,0,0,3,2
5032,61630,1.0,60760,219520.0,0,6,18,0,0,4,1
5033,0,0.5,7075,67000.0,4,1,16,0,0,4,2
5046,0,0.2,254752,1646093.0,6,7,12,0,0,4,2
5054,0,0.5,2679,49000.0,7,2,1,0,2,4,0
4907,23280,1.0,34144,77600.0,0,6,4,0,2,4,0
4962,0,0.8,7547,80000.0,1,1,20,0,0,4,0
4902,28800,1.0,28800,180000.0,0,6,15,2,0,4,2
4727,5000,1.0,5000,30000.0,0,2,9,0,2,1,0
4856,0,0.9,14286,50000.0,11,7,8,0,0,3,0
5076,15600,0.9,47449,96480.0,1,6,11,2,2,4,0
4698,0,0.9,37763,48500.0,1,7,14,0,0,3,2
4723,0,0.6,17143,50000.0,4,5,15,0,3,4,2
4733,86625,1.0,70583,192500.0,0,6,4,0,2,3,0
4734,0,0.8,32232,95000.0,1,7,21,0,0,3,2
4735,0,0.5,37143,58056.0,1,7,21,0,0,3,2
4737,41360,1.0,94000,376000.0,0,6,19,0,0,3,2
4743,27500,1.0,27500,55000.0,0,2,17,0,2,4,0
4744,0,0.9,19286,90000.0,1,7,20,0,0,3,2
4756,0,0.5,82681,138240.0,4,5,11,2,0,4,0
4758,0,0.7,43797,35640.0,1,6,11,2,0,4,0
4880,18000,1.0,30000,60000.0,0,5,14,0,3,3,0
4765,73850,1.0,40000,168800.0,0,6,15,0,0,4,0
4767,0,0.3,46914,160000.0,4,5,1,0,0,4,2
4778,10000,0.0,0,10000.0,0,7,19,0,0,3,2
4791,47360,1.0,47360,94720.0,0,6,19,0,2,4,0
4794,22992,1.0,22872,154000.0,0,6,11,2,2,0,2
4796,0,0.0,70714,5936344.0,6,3,1,0,0,4,2
4799,750521,1.0,839143,2200000.0,0,6,18,0,0,3,1
4804,19685,1.0,9186,19685.0,0,1,11,0,0,3,1
4810,96672,1.0,55968,300000.0,0,4,19,2,2,4,2
4811,16437,1.0,16437,53664.0,0,5,20,0,2,4,0
4813,51733,1.0,37938,77600.0,0,6,4,0,2,4,2
4825,29040,1.0,29040,81840.0,0,3,20,2,2,4,0
4766,0,0.9,17093,58800.0,1,5,16,0,2,4,2
5078,36520,1.0,9130,36520.0,0,6,11,0,0,1,0
5564,0,0.9,20629,30400.0,5,7,20,0,2,4,0
5099,0,0.1,48803,234880.0,1,6,1,0,2,4,0
5301,0,0.9,29091,175000.0,11,6,19,2,0,4,0
5308,0,0.5,23000,179000.0,4,2,17,0,2,4,2
5316,10700,0.0,0,51840.0,5,6,17,2,2,1,2
5344,27416,0.5,46667,442298.0,1,3,5,2,2,4,2
5374,0,0.1,1451,44000.0,7,3,17,2,2,4,0
5397,0,0.3,21000,105000.0,4,4,20,0,2,3,2
5416,0,0.9,24000,276000.0,5,2,17,0,3,0,0
5418,0,0.2,12857,78000.0,1,7,1,2,2,1,0
5423,0,0.1,28286,165000.0,7,6,19,0,0,3,0
5438,9000,0.3,11250,45000.0,4,2,17,0,3,3,0
5450,0,0.0,48336,74392.0,1,4,19,2,2,4,0
5299,8700,1.0,2486,8700.0,0,6,19,2,0,3,2
5463,19464,1.0,19272,42048.0,0,5,0,0,2,3,0
5497,10000,0.9,10000,10000.0,1,7,16,0,0,3,0
5519,14080,0.0,0,14080.0,0,6,11,0,0,1,0
5530,0,0.7,4721,35760.0,1,6,11,2,0,4,0
5543,9000,0.75,9321,13500.0,1,5,4,0,0,3,0
5545,0,0.2,27814,58960.0,2,5,11,0,0,3,0
5552,16104,1.0,17500,17500.0,0,6,11,2,2,0,2
5566,15360,1.0,14217,66964.0,0,6,4,2,2,4,0
5587,33570,0.0,0,420000.0,10,6,20,2,0,4,0
5610,27520,0.0,0,137600.0,10,6,19,0,2,3,1
5642,6960,0.0,0,13920.0,10,5,20,0,2,4,0
4696,39000,1.0,45000,60000.0,0,1,20,0,0,3,0
5484,0,0.9,14846,158720.0,1,6,15,2,2,4,1
5284,57188,0.9,49065,350640.0,1,6,11,2,2,4,2
5282,0,1.0,14080,77824.0,0,2,5,2,2,1,0
5277,0,0.5,15094,278500.0,11,7,9,2,0,1,0
5103,0,0.5,8750,6400.0,2,2,9,0,2,4,1
5109,0,0.0,0,16000.0,11,5,11,2,2,4,2
5117,0,0.9,25843,180900.0,1,5,0,0,0,3,0
5121,34008,1.0,68640,456456.0,0,6,19,2,2,4,0
5124,12288,0.9,8624,52608.0,5,6,11,2,2,4,0
5127,0,0.25,9890,50000.0,7,1,7,2,3,1,0
5140,0,0.25,87949,445400.0,3,5,0,2,2,3,0
5141,3740,0.0,0,74800.0,1,6,12,0,2,3,1
5142,0,0.3,10849,115000.0,4,2,1,0,0,4,0
5143,33508,1.0,39565,138480.0,0,6,4,2,2,4,0
5170,27766,1.0,27766,95200.0,0,2,17,0,3,0,0
5176,0,0.1,42131,158800.0,7,3,22,0,0,3,0
5184,0,0.9,49065,360000.0,1,6,11,2,2,4,2
5186,112700,1.0,153664,184464.0,0,5,9,2,2,4,0
5187,61776,1.0,68640,483600.0,0,6,19,2,2,4,0
5192,99000,1.0,99000,153500.0,0,7,16,0,0,4,0
5212,0,0.5,30909,214368.0,4,6,5,2,0,4,0
5215,5923,0.9,16571,62194.0,2,7,20,2,2,4,0
5221,5000,0.5,5000,10000.0,5,6,4,0,0,0,2
5238,0,0.5,28125,51170.0,7,6,15,0,0,3,2
5240,0,0.9,201138,1077120.0,1,6,11,2,2,4,0
5251,29280,1.0,24659,35870.0,0,6,11,2,0,4,0
5258,26389,0.9,35000,26389.0,1,7,21,0,0,3,0
5267,11200,1.0,11200,67200.0,2,7,15,2,2,1,0
5276,0,0.9,8929,31250.0,2,7,12,0,0,4,0
5086,0,0.9,16570,98000.0,1,6,1,0,3,4,2
4695,0,0.4,34800,541150.0,4,2,11,2,2,4,0
3664,17424,1.0,34848,345312.0,0,6,11,2,2,0,0
4689,52933,1.0,52933,158800.0,0,6,19,0,0,3,2
3764,1875,1.0,1875,22500.0,0,1,14,0,2,1,0
3762,5000,0.0,0,50000.0,0,7,9,0,0,3,0
3747,1882,1.0,16293,195520.0,0,7,21,0,0,1,0
3745,50000,1.0,29613,1006850.0,0,6,11,0,0,4,0
3740,52044,1.0,45000,407200.0,0,6,11,2,2,0,0
3707,5808,1.0,5808,102960.0,0,6,11,2,2,0,2
3679,42000,0.0,0,410000.0,0,6,5,0,0,4,0
3677,321667,1.0,321667,1930000.0,0,6,11,0,0,1,0
3663,108728,1.0,102656,1228075.0,0,6,11,2,2,0,2
3662,89562,1.0,101640,1069596.0,0,6,11,2,2,0,2
3766,79764,1.0,92391,850000.0,0,6,19,2,2,4,0
3661,113058,1.0,121968,1442760.0,0,6,11,2,2,0,2
3654,75000,1.0,150000,1250000.0,0,3,5,0,2,4,2
3642,185728,1.0,175000,1750000.0,0,6,11,2,2,4,2
3639,0,1.0,2000,24000.0,0,3,15,0,1,1,2
3619,34000,1.0,32808,515400.0,0,7,20,0,0,4,2
3594,66666,1.0,66666,800000.0,0,6,9,0,0,1,0
3587,47040,1.0,47040,571200.0,0,6,17,2,2,1,0
3586,53760,1.0,53760,571200.0,0,6,17,2,2,1,0
3583,46250,1.0,48000,568320.0,0,7,11,2,2,4,0
3577,167813,1.0,167813,895000.0,0,2,17,0,2,4,0
3553,20000,1.0,20000,240000.0,0,5,14,0,3,0,0
3660,109520,1.0,114272,1318429.0,0,6,11,2,2,0,0
3550,4500,1.0,4500,54000.0,0,5,18,0,0,1,0
3773,62600,1.0,62600,313000.0,0,5,14,0,2,4,0
3802,11480,1.0,28500,167320.0,11,5,11,2,2,4,2
4058,0,0.3,30000,70000.0,1,5,16,0,0,3,0
4053,0,1.0,1107,13000.0,0,5,4,2,0,0,2
4031,63008,1.0,89370,714960.0,0,6,11,2,2,0,0
4004,0,0.9,5429,52000.0,1,7,12,2,2,4,0
3995,0,0.9,8000,8000.0,1,7,11,0,0,3,0
3983,7493,1.0,7615,45000.0,0,6,14,0,0,1,0
3976,70648,1.0,67310,676310.0,0,6,11,2,2,4,2
3973,63461,1.0,63461,200000.0,0,6,20,0,0,3,0
3936,23800,1.0,25379,49280.0,0,7,20,2,2,1,0
3928,51000,1.0,62850,205000.0,0,5,11,0,0,4,0
3801,0,0.65,88248,473600.0,4,7,11,2,2,4,2
3925,2752,1.0,8944,800840.0,0,7,16,2,2,4,0
3884,124375,1.0,124375,995000.0,0,2,17,0,2,4,2
3882,16666,1.0,16666,200000.0,0,6,17,0,2,1,0
3877,12896,1.0,12896,96000.0,0,7,16,0,2,4,0
3865,39072,1.0,39072,200000.0,0,6,16,2,2,3,1
3859,65365,1.0,65365,753200.0,0,6,17,0,3,1,0
3857,0,0.8,48485,550792.0,1,1,11,2,0,4,0
3853,160460,1.0,179314,481600.0,0,6,9,0,0,3,0
3850,46650,1.0,35000,378690.0,0,6,22,2,0,4,0
3846,0,1.0,57973,195000.0,0,5,14,0,2,4,2
3827,5750,1.0,5750,110000.0,0,6,19,2,0,0,1
3895,7000,1.0,35000,55000.0,0,2,15,0,3,4,0
4092,0,0.1,5357,130000.0,8,6,15,0,0,4,0
3530,66960,1.0,45000,700000.0,0,6,19,2,0,4,0
3485,157140,1.0,114973,1404000.0,0,6,19,2,0,3,0
2751,4766,1.0,11023,128000.0,0,6,9,0,0,4,0
2687,85500,1.0,75240,342000.0,0,5,14,0,2,4,0
2681,1260,1.0,1260,99000.0,0,5,14,0,2,4,0
2673,91980,1.0,100000,900000.0,0,6,4,0,0,4,2
2645,0,0.2,1380952,300000.0,6,5,14,0,2,4,0
2641,0,0.1,15306,100000.0,7,6,11,2,2,0,0
2639,0,0.25,38304,195000.0,4,5,16,0,0,4,2
2593,3750,1.0,2625,150000.0,0,6,17,0,0,3,0
2587,129360,1.0,129360,1528800.0,0,7,21,0,0,4,2
2475,0,0.9,1039,110040.0,7,7,20,2,2,0,2
2762,9735,1.0,75795,272550.0,0,2,9,0,2,4,2
2345,0,0.5,4071,38000.0,1,1,4,2,0,4,2
2294,0,0.9,15279,249550.0,2,3,20,0,0,4,2
2240,39312,1.0,41184,430560.0,0,5,11,2,3,0,2
2170,0,0.9,55357,124600.0,11,5,14,0,0,4,0
2090,8250,1.0,25000,250000.0,0,7,1,0,0,3,0
2086,58480,1.0,89043,393200.0,0,6,15,0,0,4,0
2009,39500,1.0,43889,395000.0,0,6,11,2,0,4,0
1998,0,0.3,44286,150000.0,4,7,15,0,0,3,0
1960,184740,1.0,230384,3575295.0,0,6,9,2,2,3,0
1947,6525,1.0,6525,65250.0,0,7,16,0,2,1,0
1262,0,1.0,203,110000.0,0,6,1,0,0,3,0
2303,24000,1.0,24000,978432.0,0,6,17,0,0,1,2
3529,87480,1.0,90000,1140000.0,0,6,19,2,0,4,0
2907,2580,1.0,2580,316200.0,0,5,18,0,0,4,0
3054,101250,1.0,101250,645000.0,0,7,18,0,0,4,0
3484,53050,1.0,42400,490380.0,0,6,22,2,3,1,2
3482,13000,1.0,13024,156000.0,0,6,15,2,0,0,0
3479,10400,1.0,11280,495250.0,0,6,22,2,0,1,0
3475,9162,0.9,18233,101800.0,2,6,9,0,0,4,0
3382,4153,1.0,4227,49638.0,0,6,11,2,2,4,0
3381,14881,1.0,14995,177869.0,0,6,11,2,2,4,0
4693,31450,1.0,33133,106352.0,0,5,0,0,2,4,0
3379,15120,1.0,15391,180720.0,0,6,11,2,2,4,0
3378,13670,1.0,13915,163391.0,0,6,11,2,2,4,0
3377,0,1.0,42780,99360.0,0,6,18,0,0,3,0
2908,3500,1.0,3500,94500.0,0,7,18,0,0,4,0
3322,49800,1.0,49800,132800.0,0,5,18,0,0,4,0
3267,0,0.1,50000,500000.0,7,5,1,0,0,4,0
3211,14000,1.0,25000,65000.0,0,0,1,0,0,3,2
3208,38150,1.0,38150,109000.0,0,6,4,0,0,4,0
3170,15876,1.0,16632,378756.0,0,6,11,2,2,0,2
3160,12000,1.0,25000,99250.0,0,6,15,0,0,0,2
3130,0,0.0,0,140000.0,1,7,21,2,0,3,0
3123,187,1.0,944,11200.0,0,3,1,2,1,1,0
3121,0,1.0,23333,46666.67,0,3,14,0,0,3,0
3081,2786,1.0,2476,39800.0,0,3,1,0,2,4,2
3059,25696,1.0,25696,607360.0,0,7,21,0,0,4,2
3301,10000,1.0,6875,25000.0,0,5,18,0,2,0,0
4096,60894,1.0,77808,338300.0,0,5,18,0,2,4,0
3380,5191,1.0,5284,62047.0,0,6,11,2,2,4,0
4111,0,0.1,19375,100000.0,7,3,15,0,2,3,0
4535,0,0.75,41729,93000.0,1,5,18,0,2,4,2
4532,2133,1.0,2327,26300.0,0,3,19,2,3,3,0
4528,0,0.1,16327,50000.0,8,5,14,0,0,3,0
4520,28800,0.0,0,518400.0,1,6,9,2,2,4,0
4515,0,0.3,25058,65000.0,4,4,19,0,0,3,2
4505,0,0.3,10000,10000.0,4,6,9,0,0,3,2
4502,0,0.25,31633,50000.0,7,6,9,0,0,3,0
4497,5000,1.0,5000,30000.0,0,6,4,0,0,0,0
4492,0,0.1,22197,65160.0,7,6,11,0,0,1,0
4482,0,0.0,254752,1646093.0,5,7,12,2,0,4,2
4541,0,0.9,22982,49500.0,1,7,22,0,0,3,0
4469,0,0.6,40984,334200.0,1,5,1,2,2,0,0
4463,16896,1.0,23232,185000.0,0,6,11,2,2,0,2
4447,70500,1.0,70500,141000.0,0,6,20,0,0,4,0
4446,0,0.5,470000,672600.0,5,6,19,0,0,4,1
4443,0,0.95,49968,107800.0,1,6,21,2,2,0,0
4433,44200,1.0,44200,397800.0,0,2,17,0,3,1,0
4427,0,1.0,1500,68400.0,0,6,4,0,2,4,0
4424,1500,0.0,0,50000.0,0,2,11,0,2,3,0
4422,7314,0.85,14429,25600.0,11,6,12,0,3,4,2
4420,4800,1.0,5280,75000.0,0,7,16,0,2,4,0
4419,18500,1.0,18500,178000.0,0,6,16,2,2,0,0
4468,23760,1.0,35375,131000.0,0,6,11,2,2,3,0
4405,0,1.0,8230,200000.0,1,2,15,0,0,4,2
4542,83942,1.0,92080,287800.0,0,5,20,2,0,3,2
4549,0,0.1,18750,75000.0,8,6,11,0,2,4,0
4105,14167,1.0,14167,170000.0,0,6,11,0,2,0,2
4677,190120,1.0,127160,515000.0,0,5,1,2,0,0,2
4671,15435,1.0,22172,54200.0,0,7,21,0,0,3,2
4669,4728,0.0,0,47280.0,11,6,11,0,0,4,0
4668,7876,1.0,8892,25406.0,0,7,20,0,2,4,0
4658,50440,1.0,67760,128000.0,0,7,19,0,0,3,2
4650,0,0.9,5357,30000.0,1,7,16,0,3,3,0
4648,98138,1.0,84216,223040.0,0,5,14,0,2,4,0
4643,14000,0.9,18571,40000.0,1,6,19,0,0,3,0
4621,28050,1.0,28050,168300.0,0,6,19,0,0,4,2
4548,38104,1.0,50000,503968.0,0,6,11,2,2,4,0
4620,28050,1.0,28050,168300.0,0,6,19,0,0,4,2
4611,7912,1.0,8096,199160.0,0,5,20,2,2,4,0
4610,28333,1.0,28333,50000.0,0,1,9,0,2,4,0
4605,0,0.3,41568,97200.0,4,6,19,2,3,0,1
4604,24800,1.0,24800,124000.0,0,6,19,0,2,4,0
4603,79871,1.0,80515,644120.0,0,6,20,0,0,4,2
4594,0,0.1,12500,50000.0,8,6,15,0,0,3,1
4581,67056,0.3,64286,69696.0,5,3,11,2,2,4,0
4573,0,0.9,16875,45000.0,1,5,19,0,2,4,2
4567,40680,1.0,40680,94920.0,0,7,7,0,0,4,2
4562,1975,1.0,1975,27650.0,0,1,14,0,2,0,0
4614,5000,0.9,5429,10000.0,1,5,19,0,2,3,0
4401,0,1.0,4046,48000.0,0,5,18,0,0,0,0
4551,0,0.8,9652,21720.0,1,6,18,0,2,4,1
4388,3874,1.0,3667,35270.0,0,3,17,2,2,4,0
4256,0,0.1,44643,250000.0,5,6,11,2,2,0,0
4244,29200,1.0,32000,307200.0,0,6,22,2,2,1,0
4234,64900,0.0,0,64900.0,0,5,11,0,0,4,0
4233,81050,1.0,81967,421460.0,0,6,22,2,3,4,0
4229,0,0.9,38600,315000.0,1,1,5,0,2,4,0
4225,16000,0.75,35065,450000.0,2,7,20,0,0,3,0
4221,0,0.1,18095,40000.0,7,6,11,2,0,3,0
4214,3000,0.2,11143,15000.0,1,6,19,0,0,3,2
4212,81690,1.0,91608,525000.0,0,5,11,2,2,4,2
4206,16632,1.0,34848,213840.0,0,6,11,2,3,4,2
4261,13750,0.0,0,110000.0,0,6,19,0,2,4,2
4193,0,0.9,40857,55000.0,1,6,15,0,0,3,0
4175,122912,1.0,130416,942248.0,0,7,21,0,0,4,2
4170,11000,1.0,39032,115000.0,0,1,9,0,0,3,2
4165,44760,1.0,44496,1000000.0,0,7,16,2,0,1,0
4150,0,0.1,37500,150000.0,8,6,15,0,0,3,1
4131,22346,1.0,22346,58805.0,0,7,12,0,0,3,0
4121,0,0.9,31600,65000.0,5,2,17,0,2,4,0
4120,99444,1.0,99444,895000.0,0,2,17,0,2,4,0
4115,8146,1.0,8146,86480.0,0,7,21,0,0,4,0
4399,3667,1.0,3667,44000.0,0,3,17,2,2,4,0
4112,1730,1.0,1730,173000.0,0,5,5,0,2,4,0
4183,0,0.9,10000,10000.0,1,3,11,0,2,3,0
4264,15000,0.8,19592,80000.0,1,6,9,0,0,3,2
4202,44000,1.0,30000,90000.0,0,6,9,0,2,4,0
4276,0,0.75,33929,105000.0,1,2,11,0,0,3,2
4387,0,0.3,54857,320000.0,1,7,17,0,0,3,0
4381,120200,1.0,140800,428800.0,0,5,20,2,2,4,0
4272,2188,1.0,2188,35500.0,0,2,17,0,2,0,0
4380,23000,1.0,23000,92000.0,11,1,7,0,2,4,0
4375,16000,0.0,0,16000.0,0,6,19,0,0,4,0
4370,0,0.1,20680,122080.0,7,7,20,2,0,1,2
4364,28800,1.0,28800,144000.0,0,6,15,2,0,4,2
4354,25000,1.0,8750,50000.0,0,1,11,0,0,3,0
4333,0,0.3,2274,300000.0,4,7,20,2,0,3,2
4332,0,0.3,17000,65000.0,4,7,16,0,0,3,2
4324,53125,1.0,53125,425000.0,0,2,17,0,2,4,0
4319,6670,1.0,7282,85500.0,0,3,19,2,3,3,0
4336,0,0.3,68282,500000.0,4,6,11,0,3,4,2
4317,47750,1.0,47750,393000.0,0,6,1,0,0,4,2
4278,6048,1.0,14256,57024.0,0,7,6,2,2,4,1
4284,0,0.9,26923,322000.0,1,5,7,0,0,3,2
4289,0,0.3,19231,38200.0,4,5,11,0,0,3,0
